Entity,Code,Year,GDP.per.capita,Baseline Gini series (GCIP income and van Zanden et al. (2014)),Population,baseline_GCIP_income_vZ_source
Qatar,QAT,1870,23880.5657323667,0.50372255,11547.2607939222,regional average
Qatar,QAT,1890,27608.9874297892,0.359815542857143,13371.5625648492,regional average
Qatar,QAT,1910,32112.8364835661,0.4170863,15484.0778792997,regional average
Qatar,QAT,1929,38610.0963056259,0.43255035,19287.3786459689,regional average
Qatar,QAT,1950,48436,0.413117133333333,25000,regional average
Qatar,QAT,1960,52299,0.551407375,46000,regional average
Qatar,QAT,1970,51921,0.536578971,115000,regional average
Qatar,QAT,1980,45860,0.521253823,237000,regional average
Qatar,QAT,1990,11705,0.51632674,446000,regional average
Qatar,QAT,2000,45788,0.514761829,555000,regional average
Qatar,QAT,2005,76808,0.516138441,811000,regional average
Qatar,QAT,2010,134803,0.514539179,1739000,regional average
Qatar,QAT,2017,154669,0.512141274,2552000,regional average
Romania,ROU,1820,246.525345969527,0.465460366666667,6389000,regional average
Romania,ROU,1850,294.492514115594,0.36557975,8000000,regional average
Romania,ROU,1870,362,0.45671432,9179000,regional average
Romania,ROU,1890,566,0.310311,10373000,regional average
Romania,ROU,1910,784,0.329893933333333,11866000,regional average
Romania,ROU,1929,681,0.393708625,13952000,regional average
Romania,ROU,1950,824,0.362617966666667,16311000,regional average
Romania,ROU,1960,1605,0.23307805,18403000,GCIP (income) - original
Romania,ROU,1970,3258,0.23307805,20253000,GCIP (income) - original
Romania,ROU,1980,5482,0.23307805,22130000,GCIP (income) - original
Romania,ROU,1990,5596,0.24027725,22866000,GCIP (income) - original
Romania,ROU,2000,7090,0.35195038,22118000,GCIP (income) - original
Romania,ROU,2005,11314,0.35402069,21011000,GCIP (income) - original
Romania,ROU,2010,16377,0.35407968,19954000,GCIP (income) - original
Romania,ROU,2017,19158,0.36697089,19304000,GCIP (income) - original
Russia,RUS,1820,618.33738761322,0.4556807,31088426.3327598,regional average
Russia,RUS,1850,738.64912807949,0.29696375,41865633.9275272,regional average
Russia,RUS,1870,907.972092831601,0.55086742,50336399.8863959,regional average
Russia,RUS,1890,1219.57061068703,0.35428918,62820590.0061814,regional average
Russia,RUS,1910,1899.17191475828,0.39293042,84144571.2641295,regional average
Russia,RUS,1929,1952.19672391858,0.4195083,97648823.7465962,regional average
Russia,RUS,1950,4002.48934478371,0.404486325,101937000,regional average
Russia,RUS,1960,5557,0.24600342,119632000,GCIP (income) - original
Russia,RUS,1970,9234,0.24600342,130245000,GCIP (income) - original
Russia,RUS,1980,12204,0.24600342,139039000,GCIP (income) - original
Russia,RUS,1990,12400,0.33538442,147973000,GCIP (income) - original
Russia,RUS,2000,10553,0.41903117,145977000,GCIP (income) - original
Russia,RUS,2005,16243,0.37450275,142884000,GCIP (income) - original
Russia,RUS,2010,21737,0.34687806,142585000,GCIP (income) - original
Russia,RUS,2017,24043,0.33227013,146576000,GCIP (income) - original
Rwanda,RWA,1820,554.491764628918,0.5190016,642759.750012822,regional average
Rwanda,RWA,1850,486.347153824354,0.46770565,827759.971824588,regional average
Rwanda,RWA,1870,600.232667771708,0.5901018,979809.36634091,van Zanden et al. (2014) - original
Rwanda,RWA,1890,600.232667771708,0.35073254,1191958.43709209,regional average
Rwanda,RWA,1910,1074.96880641297,0.3803614,1450042.18632942,van Zanden et al. (2014) - original
Rwanda,RWA,1929,1250.67932938914,0.4786861,1846151.48849177,van Zanden et al. (2014) - original
Rwanda,RWA,1950,1020,0.4414802,2439000,van Zanden et al. (2014) - original
Rwanda,RWA,1960,1224,0.55066901,3032000,GCIP (income) - original
Rwanda,RWA,1970,1337,0.55066901,3769000,GCIP (income) - original
Rwanda,RWA,1980,1672,0.55066901,5138000,GCIP (income) - original
Rwanda,RWA,1990,1398,0.56688154,6982000,GCIP (income) - original
Rwanda,RWA,2000,1024,0.60458979,7868000,GCIP (income) - original
Rwanda,RWA,2005,1211,0.62373401,8645000,GCIP (income) - original
Rwanda,RWA,2010,1416,0.61290617,9702000,GCIP (income) - original
Rwanda,RWA,2017,1819,0.6105365,11636000,GCIP (income) - original
Saint Lucia,LCA,1820,339.196492689096,0.47762336,9016.82203440677,regional average
Saint Lucia,LCA,1850,398.546627268222,0.42178576,14855.1575816369,regional average
Saint Lucia,LCA,1870,488.115871160051,0.5176308,19640.5643276531,regional average
Saint Lucia,LCA,1890,565.83742491669,0.422064675,26627.7184035131,regional average
Saint Lucia,LCA,1910,703.406260595202,0.4553967,37109.7063950301,regional average
Saint Lucia,LCA,1929,943.825968417072,0.50958666,51437.1718038318,regional average
Saint Lucia,LCA,1950,1231,0.427435761538462,79000,regional average
Saint Lucia,LCA,1960,1691,0.42588011,88000,GCIP (income) - original
Saint Lucia,LCA,1970,2203,0.42588011,103000,GCIP (income) - original
Saint Lucia,LCA,1980,3011,0.42588011,122000,GCIP (income) - original
Saint Lucia,LCA,1990,5203,0.42588011,138000,GCIP (income) - original
Saint Lucia,LCA,2000,7191,0.42588011,153000,GCIP (income) - original
Saint Lucia,LCA,2005,8419,0.42588011,157000,GCIP (income) - original
Saint Lucia,LCA,2010,10059,0.42588011,161000,GCIP (income) - original
Saint Lucia,LCA,2017,10440,0.42588011,165000,GCIP (income) - original
Sao Tome and Principe,STP,1820,1655.35245560236,0.5190016,15812.0479707951,regional average
Sao Tome and Principe,STP,1850,1451.91688445931,0.46770565,20363.0989378742,regional average
Sao Tome and Principe,STP,1870,1791.90509924633,0.513095516666667,24103.5514475009,regional average
Sao Tome and Principe,STP,1890,1843.81383297131,0.35073254,29322.4707771731,regional average
Sao Tome and Principe,STP,1910,2005.09604547735,0.415156831818182,35671.3944976486,regional average
Sao Tome and Principe,STP,1929,570.65852100292,0.4646650375,45415.7807747052,regional average
Sao Tome and Principe,STP,1950,1278,0.416007780769231,60000,regional average
Sao Tome and Principe,STP,1960,1352,0.55482787,63000,GCIP (income) - original
Sao Tome and Principe,STP,1970,2243,0.55482787,74000,GCIP (income) - original
Sao Tome and Principe,STP,1980,3182,0.55482787,94000,GCIP (income) - original
Sao Tome and Principe,STP,1990,2217,0.55482787,116000,GCIP (income) - original
Sao Tome and Principe,STP,2000,2219,0.55482787,141000,GCIP (income) - original
Sao Tome and Principe,STP,2005,2533,0.55321607,158000,GCIP (income) - original
Sao Tome and Principe,STP,2010,3093,0.55076081,176000,GCIP (income) - original
Sao Tome and Principe,STP,2017,3721,0.55076081,201000,GCIP (income) - original
Saudi Arabia,SAU,1820,797,0.5771468,2091000,regional average
Saudi Arabia,SAU,1850,816.048642910433,0.6309967,2235879.10434864,regional average
Saudi Arabia,SAU,1870,829,0.50372255,2338000,regional average
Saudi Arabia,SAU,1890,885.822672549392,0.359815542857143,2489543.22215728,regional average
Saudi Arabia,SAU,1910,946.540177566402,0.4170863,2650909.09109891,regional average
Saudi Arabia,SAU,1929,1687.18328499838,0.43255035,3135354.31586667,regional average
Saudi Arabia,SAU,1950,3556,0.413117133333333,3860000,regional average
Saudi Arabia,SAU,1960,5928,0.551407375,4718000,regional average
Saudi Arabia,SAU,1970,12153,0.536578971,6109000,regional average
Saudi Arabia,SAU,1980,21068,0.521253823,9999000,regional average
Saudi Arabia,SAU,1990,14335,0.51632674,16061000,regional average
Saudi Arabia,SAU,2000,23905,0.514761829,20444000,regional average
Saudi Arabia,SAU,2005,32700,0.516138441,23562000,regional average
Saudi Arabia,SAU,2010,42738,0.514539179,27129000,regional average
Saudi Arabia,SAU,2017,50002,0.512141274,32748000,regional average
Senegal,SEN,1820,1578.67116257365,0.4590492,699419.588574838,van Zanden et al. (2014) - original
Senegal,SEN,1850,1384.6593867018,0.46770565,900727.743018638,regional average
Senegal,SEN,1870,1708.89824500818,0.513095516666667,1066180.42569445,regional average
Senegal,SEN,1890,1641.41356772638,0.35073254,1297030.62404362,regional average
Senegal,SEN,1910,1709.61092082382,0.4130381,1577864.68327932,van Zanden et al. (2014) - original
Senegal,SEN,1929,1554.30347353685,0.4285699,2008891.36960113,van Zanden et al. (2014) - original
Senegal,SEN,1950,2007,0.3826324,2654000,van Zanden et al. (2014) - original
Senegal,SEN,1960,2303,0.55980979,3270000,GCIP (income) - original
Senegal,SEN,1970,2287,0.59312183,4318000,GCIP (income) - original
Senegal,SEN,1980,2021,0.67766362,5787000,GCIP (income) - original
Senegal,SEN,1990,1999,0.70298893,8001000,GCIP (income) - original
Senegal,SEN,2000,1984,0.58317539,10311000,GCIP (income) - original
Senegal,SEN,2005,2121,0.57672446,11764000,GCIP (income) - original
Senegal,SEN,2010,2151,0.57974348,13418000,GCIP (income) - original
Senegal,SEN,2017,2520,0.58037212,15972000,GCIP (income) - original
Serbia,SRB,1820,624.831207901369,0.46301545,1905788.44029942,regional average
Serbia,SRB,1850,746.406470251958,0.2771461,2192661.6762793,regional average
Serbia,SRB,1870,917.507676019061,0.4338078,3015640.69210946,regional average
Serbia,SRB,1890,1292.66172578084,0.344140369230769,3541148.60719106,regional average
Serbia,SRB,1910,1620.79089465326,0.3804116,4769770.0331329,regional average
Serbia,SRB,1929,2092.08470089995,0.4465857,5187106.6388514,regional average
Serbia,SRB,1950,2378.41397564849,0.3531899,5956000,regional average
Serbia,SRB,1960,3948,0.2443625,6659000,regional average
Serbia,SRB,1970,6515,0.253938958,7248000,regional average
Serbia,SRB,1980,10724,0.301844028,7588000,regional average
Serbia,SRB,1990,9754,0.31663626,7786000,GCIP (income) - original
Serbia,SRB,2000,6060,0.32429756,7604000,GCIP (income) - original
Serbia,SRB,2005,9198,0.45473528,7502000,GCIP (income) - original
Serbia,SRB,2010,11964,0.34605663,7345000,GCIP (income) - original
Serbia,SRB,2017,13489,0.36074763,7111000,GCIP (income) - original
Seychelles,SYC,1820,1800.4068454088,0.5190016,8696.62638393732,regional average
Seychelles,SYC,1850,1579.14472467674,0.46770565,11199.7044158308,regional average
Seychelles,SYC,1870,1948.92525521525,0.513095516666667,13256.9532961255,regional average
Seychelles,SYC,1890,2005.38262126963,0.35073254,16127.3589274452,regional average
Seychelles,SYC,1910,2180.79759012162,0.415156831818182,19619.2669737067,regional average
Seychelles,SYC,1929,2116.60724660965,0.4646650375,24978.6794260879,regional average
Seychelles,SYC,1950,2632,0.416007780769231,33000,regional average
Seychelles,SYC,1960,3257,0.58393315,42000,GCIP (income) - original
Seychelles,SYC,1970,3537,0.58393315,54000,GCIP (income) - original
Seychelles,SYC,1980,6424,0.58393315,64000,GCIP (income) - original
Seychelles,SYC,1990,8239,0.58393315,71000,GCIP (income) - original
Seychelles,SYC,2000,14380,0.58431656,79000,GCIP (income) - original
Seychelles,SYC,2005,15173,0.5864329,84000,GCIP (income) - original
Seychelles,SYC,2010,20147,0.5070403,88000,GCIP (income) - original
Seychelles,SYC,2017,27574,0.44082184,94000,GCIP (income) - original
Sierra Leone,SLE,1820,1836.93637594009,0.5190016,549995.735250824,regional average
Sierra Leone,SLE,1850,1611.18493579931,0.46770565,708296.458055726,regional average
Sierra Leone,SLE,1870,1988.46816452775,0.513095516666667,838401.864515572,regional average
Sierra Leone,SLE,1890,1469.61293578009,0.35073254,1019933.27519934,regional average
Sierra Leone,SLE,1910,693.052639088598,0.415156831818182,1240770.00527654,regional average
Sierra Leone,SLE,1929,747.664508047807,0.4646650375,1579712.24128016,regional average
Sierra Leone,SLE,1950,902,0.416007780769231,2087000,regional average
Sierra Leone,SLE,1960,1176,0.67308299,2396000,GCIP (income) - original
Sierra Leone,SLE,1970,1553,0.67308299,2789000,GCIP (income) - original
Sierra Leone,SLE,1980,1584,0.67308299,3335000,GCIP (income) - original
Sierra Leone,SLE,1990,1635,0.66833638,4228000,GCIP (income) - original
Sierra Leone,SLE,2000,829,0.62875115,3809000,GCIP (income) - original
Sierra Leone,SLE,2005,1224,0.57521618,4708000,GCIP (income) - original
Sierra Leone,SLE,2010,1421,0.56300088,5246000,GCIP (income) - original
Sierra Leone,SLE,2017,1644,0.56069619,6163000,GCIP (income) - original
Singapore,SGP,1820,1361.50761409424,0.4928329,30000,regional average
Singapore,SGP,1850,1373.55459980171,0.358337885714286,56000,regional average
Singapore,SGP,1870,1423,0.431349457142857,84000,regional average
Singapore,SGP,1890,1906.06909062274,0.3698106,157000,regional average
Singapore,SGP,1910,2732,0.426212866666667,294042.98008863,regional average
Singapore,SGP,1929,3323,0.448377042857143,575000,regional average
Singapore,SGP,1950,3572,0.391484971428571,1022000,regional average
Singapore,SGP,1960,3464,0.5112565,1646000,GCIP (income) - original
Singapore,SGP,1970,6650,0.5112565,2075000,GCIP (income) - original
Singapore,SGP,1980,13601,0.5112565,2414000,GCIP (income) - original
Singapore,SGP,1990,22666,0.482255,3047000,GCIP (income) - original
Singapore,SGP,2000,37773,0.45299182,4063000,GCIP (income) - original
Singapore,SGP,2005,44699,0.42135845,4606000,GCIP (income) - original
Singapore,SGP,2010,58613,0.38624889,5140000,GCIP (income) - original
Singapore,SGP,2017,67331,0.40066583,5889000,GCIP (income) - original
Slovenia,SVN,1820,1133.97051788584,0.46301545,469727.573935451,regional average
Slovenia,SVN,1850,1354.61052668573,0.2771461,540434.409129954,van Zanden et al. (2014) - original
Slovenia,SVN,1870,1665.13234515617,0.4338078,743277.457356732,van Zanden et al. (2014) - original
Slovenia,SVN,1890,2345.97803070408,0.344140369230769,872801.570744876,regional average
Slovenia,SVN,1910,2941.48094229751,0.3847102,1175624.98466069,van Zanden et al. (2014) - original
Slovenia,SVN,1929,3796.80518793012,0.42847,1278487.66719843,van Zanden et al. (2014) - original
Slovenia,SVN,1950,4316.44785600847,0.3427571,1468000,van Zanden et al. (2014) - original
Slovenia,SVN,1960,7165,0.24436251,1558000,GCIP (income) - original
Slovenia,SVN,1970,12803,0.25393896,1676000,GCIP (income) - original
Slovenia,SVN,1980,21151,0.30184402,1833000,GCIP (income) - original
Slovenia,SVN,1990,18093,0.24174986,1991000,GCIP (income) - original
Slovenia,SVN,2000,21501,0.24883139,1982000,GCIP (income) - original
Slovenia,SVN,2005,24967,0.2449959,1994000,GCIP (income) - original
Slovenia,SVN,2010,26001,0.24861895,2041000,GCIP (income) - original
Slovenia,SVN,2017,28190,0.26210132,2059000,GCIP (income) - original
South Africa,ZAF,1820,1188,0.5190016,1550000,regional average
South Africa,ZAF,1850,1042,0.46770565,2088094.00377257,regional average
South Africa,ZAF,1870,1286,0.513095516666667,2547000,regional average
South Africa,ZAF,1890,1830,0.3587093,3838799.6160636,van Zanden et al. (2014) - original
South Africa,ZAF,1910,1835,0.4455119,5785780.3267727,van Zanden et al. (2014) - original
South Africa,ZAF,1929,2386,0.5927743,8669297.04918643,van Zanden et al. (2014) - original
South Africa,ZAF,1950,4041,0.5225651,13596000,van Zanden et al. (2014) - original
South Africa,ZAF,1960,4847,0.58662945,17417000,GCIP (income) - original
South Africa,ZAF,1970,6448,0.60054429,22740000,GCIP (income) - original
South Africa,ZAF,1980,6998,0.62939895,29252000,GCIP (income) - original
South Africa,ZAF,1990,6111,0.65980863,38476000,GCIP (income) - original
South Africa,ZAF,2000,7583,0.63123133,44882000,GCIP (income) - original
South Africa,ZAF,2005,9394,0.66770493,48071000,GCIP (income) - original
South Africa,ZAF,2010,11319,0.85164531,51087000,GCIP (income) - original
South Africa,ZAF,2017,12189,0.66235525,54803000,GCIP (income) - original
South Korea,KOR,1820,816,0.4928329,9395000,regional average
South Korea,KOR,1850,818.397652425591,0.358337885714286,9545000,regional average
South Korea,KOR,1870,820,0.431349457142857,9753000,regional average
South Korea,KOR,1890,949.691580978407,0.3698106,9848000,regional average
South Korea,KOR,1910,1099.89524266008,0.426212866666667,10096000,regional average
South Korea,KOR,1929,1496,0.3212819,13716000,van Zanden et al. (2014) - original
South Korea,KOR,1950,998,0.3031483,20846000,van Zanden et al. (2014) - original
South Korea,KOR,1960,1548,0.40459185,24784000,GCIP (income) - original
South Korea,KOR,1970,2975,0.40459185,32241000,GCIP (income) - original
South Korea,KOR,1980,6064,0.36462217,38124000,GCIP (income) - original
South Korea,KOR,1990,13874,0.33253354,42869000,GCIP (income) - original
South Korea,KOR,2000,23108,0.3139816,47008000,GCIP (income) - original
South Korea,KOR,2005,27443,0.3427761,48185000,GCIP (income) - original
South Korea,KOR,2010,31538,0.3275595,49554000,GCIP (income) - original
South Korea,KOR,2017,37093,0.3275595,51426000,GCIP (income) - original
Spain,ESP,1820,1600,0.3804,12203000,van Zanden et al. (2014) - original
Spain,ESP,1850,1706,0.3160821,14894000,van Zanden et al. (2014) - original
Spain,ESP,1870,1809,0.335963,16201000,van Zanden et al. (2014) - original
Spain,ESP,1890,2463,0.3141189,17757000,van Zanden et al. (2014) - original
Spain,ESP,1910,2823,0.3507605,19858000,van Zanden et al. (2014) - original
Spain,ESP,1929,4173,0.3612463,23210000,van Zanden et al. (2014) - original
Spain,ESP,1950,3464,0.3532194,28063000,van Zanden et al. (2014) - original
Spain,ESP,1960,5037,0.38723461,30641000,GCIP (income) - original
Spain,ESP,1970,9511,0.3581736,33876000,GCIP (income) - original
Spain,ESP,1980,14008,0.3439932,37488000,GCIP (income) - original
Spain,ESP,1990,19215,0.3219582,39351000,GCIP (income) - original
Spain,ESP,2000,26995,0.34255447,41072000,GCIP (income) - original
Spain,ESP,2005,30886,0.33194211,44196000,GCIP (income) - original
Spain,ESP,2010,31786,0.35632505,47156000,GCIP (income) - original
Spain,ESP,2017,30908,0.36459495,47173000,GCIP (income) - original
Sri Lanka,LKA,1820,877,0.328,1213000,regional average
Sri Lanka,LKA,1850,899,0.364150233333333,2217000,regional average
Sri Lanka,LKA,1870,1356,0.455532166666667,2786000,regional average
Sri Lanka,LKA,1890,1666,0.357761466666667,3343000,regional average
Sri Lanka,LKA,1910,1926,0.3912521,4668000,regional average
Sri Lanka,LKA,1929,2130,0.3812392,5669000,regional average
Sri Lanka,LKA,1950,1997,0.4795246,7533000,van Zanden et al. (2014) - original
Sri Lanka,LKA,1960,2064,0.43855685,9913000,GCIP (income) - original
Sri Lanka,LKA,1970,2389,0.4370035,12619000,GCIP (income) - original
Sri Lanka,LKA,1980,2917,0.43437986,15056000,GCIP (income) - original
Sri Lanka,LKA,1990,3864,0.43732066,17365000,GCIP (income) - original
Sri Lanka,LKA,2000,5841,0.5717003,18820000,GCIP (income) - original
Sri Lanka,LKA,2005,6491,0.41135193,19565000,GCIP (income) - original
Sri Lanka,LKA,2010,8320,0.39777992,20239000,GCIP (income) - original
Sri Lanka,LKA,2017,11418,0.40546157,21487000,GCIP (income) - original
Sweden,SWE,1820,1415,0.5544166,2573000,van Zanden et al. (2014) - original
Sweden,SWE,1850,1715,0.4611219,3462000,van Zanden et al. (2014) - original
Sweden,SWE,1870,2144,0.5192186,4164000,van Zanden et al. (2014) - original
Sweden,SWE,1890,2606,0.5949035,4780000,van Zanden et al. (2014) - original
Sweden,SWE,1910,4053,0.5699142,5499000,van Zanden et al. (2014) - original
Sweden,SWE,1929,6476,0.5067288,6113000,van Zanden et al. (2014) - original
Sweden,SWE,1950,10742,0.4047617,7014000,van Zanden et al. (2014) - original
Sweden,SWE,1960,13849,0.3260234,7480000,GCIP (income) - original
Sweden,SWE,1970,20269,0.38612786,8043000,GCIP (income) - original
Sweden,SWE,1980,23809,0.23622179,8310000,GCIP (income) - original
Sweden,SWE,1990,28068,0.24624419,8559000,GCIP (income) - original
Sweden,SWE,2000,34203,0.28317344,8872000,GCIP (income) - original
Sweden,SWE,2005,39259,0.26960431,9030000,GCIP (income) - original
Sweden,SWE,2010,42635,0.26810171,9378000,GCIP (income) - original
Sweden,SWE,2017,45193,0.27900847,10058000,GCIP (income) - original
Switzerland,CHE,1820,1984.54685887814,0.4173431,1986000,van Zanden et al. (2014) - original
Switzerland,CHE,1850,2442.76030368252,0.4954624,2379000,van Zanden et al. (2014) - original
Switzerland,CHE,1870,2954,0.5072957,2655000,van Zanden et al. (2014) - original
Switzerland,CHE,1890,5309,0.348294,2951000,van Zanden et al. (2014) - original
Switzerland,CHE,1910,8048,0.3751034,3735000,van Zanden et al. (2014) - original
Switzerland,CHE,1929,9920,0.3923269,4022000,van Zanden et al. (2014) - original
Switzerland,CHE,1950,11541,0.4063216,4694000,van Zanden et al. (2014) - original
Switzerland,CHE,1960,16358,0.36232052,5362000,GCIP (income) - original
Switzerland,CHE,1970,23479,0.36232052,6267000,GCIP (income) - original
Switzerland,CHE,1980,27406,0.36232052,6385000,GCIP (income) - original
Switzerland,CHE,1990,34250,0.36685756,6837000,GCIP (income) - original
Switzerland,CHE,2000,43251,0.33436441,7314000,GCIP (income) - original
Switzerland,CHE,2005,49274,0.32763889,7571000,GCIP (income) - original
Switzerland,CHE,2010,57219,0.32480531,7969000,GCIP (income) - original
Switzerland,CHE,2017,60171,0.31428608,8604000,GCIP (income) - original
Syria,SYR,1820,1084,0.5771468,1337000,regional average
Syria,SYR,1850,1265.45386181983,0.6309967,1479028.18575872,regional average
Syria,SYR,1870,1403,0.5933985,1582000,van Zanden et al. (2014) - original
Syria,SYR,1890,1681.96431721906,0.3320357,1761811.13776259,van Zanden et al. (2014) - original
Syria,SYR,1910,2016.39626828095,0.4626809,1962059.72512283,van Zanden et al. (2014) - original
Syria,SYR,1929,2704.94534629527,0.43255035,2541665.90154038,regional average
Syria,SYR,1950,3838,0.413117133333333,3495000,regional average
Syria,SYR,1960,4819,0.55101119,4533000,GCIP (income) - original
Syria,SYR,1970,5643,0.55101119,6258000,GCIP (income) - original
Syria,SYR,1980,10374,0.55101119,8774000,GCIP (income) - original
Syria,SYR,1990,9087,0.55101119,12436000,GCIP (income) - original
Syria,SYR,2000,7668,0.55101119,16397000,GCIP (income) - original
Syria,SYR,2005,7038,0.54590388,18346000,GCIP (income) - original
Syria,SYR,2010,6521,0.53620871,21345000,GCIP (income) - original
Syria,SYR,2017,3241,0.53620871,17082000,GCIP (income) - original
Taiwan,TWN,1820,966,0.4928329,2000000,regional average
Taiwan,TWN,1850,967.199503585083,0.358337885714286,2200000,regional average
Taiwan,TWN,1870,968,0.431349457142857,2345000,regional average
Taiwan,TWN,1890,1038.22668677223,0.3698106,2500000,regional average
Taiwan,TWN,1910,1345,0.426212866666667,3276000,regional average
Taiwan,TWN,1929,1991,0.448377042857143,4437000,regional average
Taiwan,TWN,1950,1460,0.391484971428571,7456000,regional average
Taiwan,TWN,1960,2157,0.29997986,10861000,GCIP (income) - original
Taiwan,TWN,1970,4044,0.29997986,14532000,GCIP (income) - original
Taiwan,TWN,1980,8384,0.29997986,17788000,GCIP (income) - original
Taiwan,TWN,1990,15841,0.29869201,20172000,GCIP (income) - original
Taiwan,TWN,2000,26787,0.31108399,22027000,GCIP (income) - original
Taiwan,TWN,2005,31374,0.32156811,22514000,GCIP (income) - original
Taiwan,TWN,2010,37385,0.33227275,22902000,GCIP (income) - original
Taiwan,TWN,2017,43504,0.32572706,23306000,GCIP (income) - original
Tajikistan,TJK,1820,392.420152275553,0.4556807,466614.598125534,regional average
Tajikistan,TJK,1850,468.774505837371,0.29696375,628372.621414371,regional average
Tajikistan,TJK,1870,576.233224884349,0.4736548,755512.638454984,van Zanden et al. (2014) - original
Tajikistan,TJK,1890,773.985358711568,0.3889941,942891.224084067,van Zanden et al. (2014) - original
Tajikistan,TJK,1910,1205.28589555881,0.4415527,1262948.62546591,van Zanden et al. (2014) - original
Tajikistan,TJK,1929,1238.9374328941,0.4853125,1465637.60295371,van Zanden et al. (2014) - original
Tajikistan,TJK,1950,2540.13020985847,0.404486325,1530000,regional average
Tajikistan,TJK,1960,3526.68111273792,0.24600343,2081000,GCIP (income) - original
Tajikistan,TJK,1970,4983.79267935579,0.24600343,2939000,GCIP (income) - original
Tajikistan,TJK,1980,5746,0.24600343,3966000,GCIP (income) - original
Tajikistan,TJK,1990,4803,0.29425948,5272000,GCIP (income) - original
Tajikistan,TJK,2000,1723,0.4455908,6229000,GCIP (income) - original
Tajikistan,TJK,2005,2417,0.46539782,6814000,GCIP (income) - original
Tajikistan,TJK,2010,2976,0.44764427,7487000,GCIP (income) - original
Tajikistan,TJK,2017,4205,0.44624607,8468000,GCIP (income) - original
Tanzania,TZA,1820,495.508529026464,0.5190016,2091143.34413766,regional average
Tanzania,TZA,1850,434.612699701663,0.46770565,2693019.83453387,regional average
Tanzania,TZA,1870,536.383811723934,0.513095516666667,3187694.67893199,regional average
Tanzania,TZA,1890,563.848212154557,0.3758679,3877896.76028115,van Zanden et al. (2014) - original
Tanzania,TZA,1910,593.954728896119,0.3846255,4717541.92231403,van Zanden et al. (2014) - original
Tanzania,TZA,1929,605.342012855009,0.4283853,6006237.00745477,van Zanden et al. (2014) - original
Tanzania,TZA,1950,676,0.4118169,7935000,van Zanden et al. (2014) - original
Tanzania,TZA,1960,732,0.51649039,10260000,GCIP (income) - original
Tanzania,TZA,1970,905,0.50858597,13807000,GCIP (income) - original
Tanzania,TZA,1980,958,0.53752753,18665000,GCIP (income) - original
Tanzania,TZA,1990,875,0.56646841,25214000,GCIP (income) - original
Tanzania,TZA,2000,1149,0.569417,33741000,GCIP (income) - original
Tanzania,TZA,2005,1554,0.57543366,39122000,GCIP (income) - original
Tanzania,TZA,2010,2069,0.5735372,45019000,GCIP (income) - original
Tanzania,TZA,2017,2763,0.57185248,54842000,GCIP (income) - original
Thailand,THA,1820,909,0.4742689,4665000,van Zanden et al. (2014) - original
Thailand,THA,1850,944.538836620877,0.42,5230000,van Zanden et al. (2014) - original
Thailand,THA,1870,969,0.3645182,5775000,van Zanden et al. (2014) - original
Thailand,THA,1890,1250,0.3422712,6670000,van Zanden et al. (2014) - original
Thailand,THA,1910,1328.76466107111,0.42,8305000,van Zanden et al. (2014) - original
Thailand,THA,1929,1264,0.4712325,12058000,van Zanden et al. (2014) - original
Thailand,THA,1950,1302,0.3872711,20042000,van Zanden et al. (2014) - original
Thailand,THA,1960,1718,0.48326133,27513000,GCIP (income) - original
Thailand,THA,1970,2700,0.48326133,37091000,GCIP (income) - original
Thailand,THA,1980,4071,0.48326133,47026000,GCIP (income) - original
Thailand,THA,1990,7385,0.54609857,55197000,GCIP (income) - original
Thailand,THA,2000,9627,0.52766449,61893000,GCIP (income) - original
Thailand,THA,2005,11742,0.52556346,64068000,GCIP (income) - original
Thailand,THA,2010,13344,0.51636352,65650000,GCIP (income) - original
Thailand,THA,2017,16032,0.51101239,67317000,GCIP (income) - original
Togo,TGO,1820,789.481924906559,0.5190016,308862.003696198,regional average
Togo,TGO,1850,692.458051980331,0.46770565,397759.199253144,regional average
Togo,TGO,1870,854.607538240602,0.513095516666667,470822.704941184,regional average
Togo,TGO,1890,820.858943735795,0.35073254,572765.595847448,regional average
Togo,TGO,1910,854.963942213833,0.4212181,696781.239187402,van Zanden et al. (2014) - original
Togo,TGO,1929,777.295821490991,0.4437405,887121.584465909,van Zanden et al. (2014) - original
Togo,TGO,1950,870,0.416007780769231,1172000,regional average
Togo,TGO,1960,1058,0.58698936,1456000,GCIP (income) - original
Togo,TGO,1970,1631,0.58698936,1964000,GCIP (income) - original
Togo,TGO,1980,1572,0.58698936,2626000,GCIP (income) - original
Togo,TGO,1990,1275,0.58698936,3721000,GCIP (income) - original
Togo,TGO,2000,1150,0.58698936,4992000,GCIP (income) - original
Togo,TGO,2005,1120,0.58698936,5715000,GCIP (income) - original
Togo,TGO,2010,1191,0.59682209,6587000,GCIP (income) - original
Togo,TGO,2017,1418,0.5988112,7965000,GCIP (income) - original
Trinidad and Tobago,TTO,1820,1613.59436327161,0.47762336,60000,regional average
Trinidad and Tobago,TTO,1850,1895.92936578612,0.42178576,80000,regional average
Trinidad and Tobago,TTO,1870,2322.01993624148,0.5176308,124000,regional average
Trinidad and Tobago,TTO,1890,2691.74976467273,0.422064675,207283.03445391,regional average
Trinidad and Tobago,TTO,1910,3346.17957924086,0.4553967,331000,regional average
